"Estamento","Grado","Titulo.Oficio","Funcion.Cargo","Unidad","BrutoHaber"
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN MECANICA","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",383980
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN OBRAS CIVILES","HORAS CLASE","DPTO INGENIERIA OBRAS CIVILES",490763
"ACADEMICOS","2","MEDICO CIRUJANO","CONSEJERO FACULTAD","ESCUELA DE MEDICINA",4082544
"ACADEMICOS","4","MASTER EN HISTORIA ARTE ARQUITECTURA Y CIUDAD","DIR ESC DE ARQUITECTURA","ESCUELA DE ARQUITECTURA",4309046
"ADMINISTRATIVO","17","SECRETARIADO COMERCIAL","SECRETARIA ADMINISTRATIVA","DPTO. TECNOLOGIAS GENERALES",697015
"ADMINISTRATIVO","16","SECRETARIA EJECUTIVA TRADUCTORA BILINGUE","SECRETARIA DE APOYO DOCENTE","DPTO INGENIERIA EN MINAS",661500
"PROFESIONALES","14","INGENIERO DE EJECUCION EN ADMINISTRACION DE EMPRESAS","ANALISTA EN GESTION ADM.","DPTO MAT. Y CS. DE LA COMP.",1325682
"PROFESOR HORAS CLASES","S/G","ENFERMERA","HORAS CLASE","ESCUELA DE ENFERMERIA",637453
"ACADEMICOS","8","CONTADOR PUBLICO Y AUDITOR","ACADEMICO","DPTO. DE INVEST. CIENTIFICA",2094384
"PROFESOR HORAS CLASES","S/G","PROFESOR DE EDUCACION GENERAL BASICA","HORAS CLASE","DEPARTAMENTO DE FISICA",500255
"PROFESOR HORAS CLASES","S/G","MATRON","HORAS CLASE","ESCUELA DE OBST Y PUERICULTURA",498311
"TECNICO","18","GASFITER","GASFITER","UNIDAD DE GESTION DEL CAMPUS",790172
"PROFESIONALES","13","TECNOLOGO EN ADMINISTRACION DE PERSONAL","ANALISTA II","UNIDAD DE COORDINACIÓN INSTIT.",1255216
"PROFESIONALES","9","CONTADOR AUDITOR","JEFE DE SECCION","UNIDAD BIENESTAR DEL PERSONAL",1661214
"ADMINISTRATIVO","20","ASISTENTE DE BIBLIOTECA","ASISTENTE DE BIBLIOTECA","FACULTAD DE CIENCIAS MEDICAS",598258
"ADMINISTRATIVO","16","SECRETARIA DE DEPARTAMENTO","SECRETARIA DE DEPARTAMENTO","CECTA",842191
"PROFESIONALES","10","SOCIOLOGO","ANALISTA DE CALIDAD","DIRECCIÓN CALIDAD Y SISTEMAS",1475252
"PROFESIONALES","9","MAGISTER EN EDUCACION CON MENCION EN CURRICULUM Y EVALUACION","JEFE DE LABORATORIO","DPTO. TECNOLOGIAS INDUSTRIALES",1840908
"PROFESOR HORAS CLASES","S/G","MAGISTER EN EDUCACION CON MENCION EN CURRICULUM Y EVALUACION","JEFE DE LABORATORIO","DPTO. TECNOLOGIAS INDUSTRIALES",925451
"ACADEMICOS","2","MEDICO CIRUJANO","ACADEMICO","ESCUELA DE MEDICINA",3076282
"PROFESOR HORAS CLASES","S/G","SOCIOLOGO","HORAS CLASE","DPTO INGENIERIA INFORMATICA",267707
"ACADEMICOS","6","MAGISTER EN ARQUITECTURA","DIR DEPTO  TECNO GENERALES","DPTO. TECNOLOGIAS GENERALES",4294332
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA ELECTRICA",455168
"PROFESOR HORAS CLASES","S/G","MASTER EN ESTADISTICA MATEMATICA","HORAS CLASE","DPTO DE ADMINISTRACION",623648
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",448487
"PROFESOR HORAS CLASES","S/G","QUIMICO","HORAS CLASE","DPTO. QUIMICA DE LOS MATERIALE",376861
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ASENTAMIENTOS HUMANOS Y MEDIO AMBIENTE","HORAS CLASE","PROGRAMA BACHILLERATO",723750
"PROFESOR HORAS CLASES","S/G","MAGISTER ARTIUM EN LA MENCION DE HISTORIA","HORAS CLASE","DEPTO DE HISTORIA",300928
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ASENTAMIENTOS HUMANOS Y MEDIO AMBIENTE","HORAS CLASE","PROGRAMA BACHILLERATO",440930
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN HISTORIA Y GEOGRAFIA","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",248723
"PROFESOR HORAS CLASES","S/G","DOCTOR EN ESTUDIOS AMERICANOS ESPECIALIDAD PENSAMIENTO Y CULTURA","HORAS CLASE","ESCUELA DE ARQUITECTURA",206009
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","ESCUELA DE OBST Y PUERICULTURA",625085
"ADMINISTRATIVO","17","ADMINISTRATIVO DE REGISTRO CUR","ADMINISTRATIVO DE REGISTRO CUR","FACULTAD DE CIENCIAS MEDICAS",628007
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN MINAS","HORAS CLASE","DPTO INGENIERIA EN MINAS",206819
"PROFESIONALES","10","ANALISTA DE GESTION ESTRATEGIC","ANALISTA DE GESTION ESTRATEGIC","DEPTO. DE GESTION ESTRATEGICA",1475252
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN FISICA Y MATEMATICA","HORAS CLASE","DEPARTAMENTO DE FISICA",284651
"PROFESOR HORAS CLASES","S/G","ARQUITECTO","HORAS CLASE","ESCUELA DE ARQUITECTURA",272453
"ACADEMICOS","6","MAGISTER EN CIENCIAS. MENCION ANATOMIA HUMANA","ACADEMICO","VICERRECTORIA ACADÉMICA",1908346
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",761279
"PROFESOR HORAS CLASES","S/G","COMUNICADOR AUDIOVISUAL MENCION VIDEO","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",429197
"PROFESOR HORAS CLASES","S/G","PUBLICISTA CON MENCION EN GESTION CREATIVA","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",161283
"ADMINISTRATIVO","10","SECRETARIA DE RECTOR","SECRETARIA DE RECTOR","RECTORIA",874454
"TECNICO","14","TECNICO EN ADMINISTRACION FINANCIERA","TECNICO CONTABLE","UNIDAD REGIST. ACAD Y CURRICUL",668676
"PROFESIONALES","10","ANALISTA DE PROYECTOS I","ANALISTA DE PROYECTOS I","UNIDAD DESARR. PROYECTOS TECN.",1475252
"ADMINISTRATIVO","15","SECRETARIA DE DEPARTAMENTO","SECRETARIA DE DEPARTAMENTO","DEPARTAMENTO DE COMUNICACIONES",796620
"PROFESOR HORAS CLASES","S/G","PUBLICISTA","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",210525
"PROFESOR HORAS CLASES","S/G","PUBLICISTA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",261026
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA MECANICA",83897
"ADMINISTRATIVO","20","ADMINISTRATIVO","ADMINISTRATIVO","ESCUELA DE PSICOLOGIA",545788
"ADMINISTRATIVO","20","SECRETARIA(O) C ADMINISTRATIVO","SECRETARIA(O) C ADMINISTRATIVO","FACULTAD DE HUMANIDADES",545788
"PROFESIONALES","10","TECNOLOGO EN ADMINISTRACION DE PERSONAL","JEFE ADMINISTRACION Y FINANZAS","DIRECCIÓN DE POSTGRADO",1554846
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO. QUIMICA DE LOS MATERIALE",500255
"AUXILIARES","21","ESTAFETA","ESTAFETA","DPTO INGENIERIA METALURGICA",731483
"ACADEMICOS","4","TERAPEUTA OCUPACIONAL","DIRECTORA DPTO FORMAC INTEGRAL","VICERRECTORIA ACADÉMICA",3493211
"PROFESIONALES","12","PERIODISTA","PERIODISTA","RADIOEMISORAS",1393536
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN ELECTRICIDAD","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",264069
"PROFESIONALES","8","ASISTENTE SOCIAL","ASIST SOCIAL BIEN ESTUDIANTIL","FACULTAD DE INGENIERÍA",1892101
"PROFESIONALES","13","MAGISTER EN CIENCIAS QUIMICAS","ENCARGADO DE LABORATORIO","FACULTAD DE QUIMICA Y BIOLOGIA",1268546
"PROFESOR HORAS CLASES","S/G","MEDICO VETERINARIO","HORAS CLASE","ESCUELA DE MEDICINA",686925
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN QUIMICA","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",191994
"ADMINISTRATIVO","10","REGISTRADOR CURRICULAR","REGISTRADOR CURRICULAR","FACULTAD DE CIENCIAS MEDICAS",1035921
"PROFESOR HORAS CLASES","S/G","DOCTOR OF ENGINEERING SCIENCE","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",512557
"PROFESOR HORAS CLASES","S/G","DOCTOR OF ENGINEERING SCIENCE","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",262961
"PROFESOR HORAS CLASES","S/G","PROFESOR DE EDUCACION MEDIA EN CASTELLANO","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",191994
"PROFESOR HORAS CLASES","S/G","MATRON (A)","HORAS CLASE","ESCUELA DE OBST Y PUERICULTURA",563243
"PROFESOR HORAS CLASES","S/G","MAGISTER EN CIENCIA EN LA ESPECIALIDAD DE MATEMATICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",1031796
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL DE INDUSTRIAL","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",58159
"ACADEMICOS","8","MAGISTER EN CIENCIAS DE LA INGENIERIA MENCION CIENCIA E INGENIERIA DE LOS MATERIALES","ACADEMICO","DPTO. DE INVEST. CIENTIFICA",1046458
"ACADEMICOS","6","DOCTOR EN CIENCIAS CON MENCION EN FISICA","ACADEMICO","DEPARTAMENTO DE FISICA",2586546
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",167467
"TECNICO","19","TRABAJADOR SOCIAL CON MENCION EN INTERVENCION SOCIAL","ASISTENTE DE MANTENCION","DEPARTAMENTO DE EXTENSION",278386
"PROFESIONALES","12","PROFESOR DE ESTADO DE HISTORIA Y GEOGRAFIA","ANALISTA","VICERRECTORIA ACADÉMICA",987731
"ACADEMICOS","6","DOCTOR EN QUIMICA","JEFE CARR TEC ANALIS QCO Y FIS","DPTO. CIENCIAS DEL AMBIENTE",2961751
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL ELECTRICISTA","HORAS CLASE","DPTO INGENIERIA ELECTRICA",616967
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL ELECTRICISTA","HORAS CLASE","DPTO INGENIERIA ELECTRICA",623648
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN MECANICA","HORAS CLASE","DPTO INGENIERIA METALURGICA",164375
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN MECANICA","HORAS CLASE","DPTO INGENIERIA EN MINAS",157694
"PROFESIONALES","14","COMUNICADOR SOCIAL EN MARKETING","PROFESIONAL","CENTRO DE INTEGR ING SOCIEDAD",1199063
"PROFESOR HORAS CLASES","S/G","INGENIERIA CIVIL EN QUIMICA","HORAS CLASE","DPTO INGENIERIA QUIMICA",153805
"PROFESOR HORAS CLASES","S/G","INGENIERIA CIVIL EN QUIMICA","HORAS CLASE","DPTO INGENIERIA QUIMICA",147124
"PROFESOR HORAS CLASES","S/G","DOCTOR EN ESTUDIOS AMERICANOS ESPECIALIDAD ESTUDIOS INTERNACIONALES","HORAS CLASE","DEPTO DE HISTORIA",370180
"PROFESOR HORAS CLASES","S/G","MAGISTER EN DERECHO. MENCION EN DERECHO INTERNACIONAL","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",286690
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",109636
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","ESCUELA DE ARQUITECTURA",975079
"PROFESOR HORAS CLASES","S/G","PROFESOR DE FISICA","HORAS CLASE","DEPARTAMENTO DE FISICA",1240616
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",488496
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","HORAS CLASE","DPTO INGENIERIA INFORMATICA",528730
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA EN MINAS",369742
"ACADEMICOS","4","DOCTOR EN HISTORIA MENCION EN HISTORIA DE CHILE","ACADEMICO","DEPTO DE HISTORIA",3297653
"PROFESOR HORAS CLASES","S/G","INGENIERO EN ALIMENTOS","HORAS CLASE","DPTO CIENCIA Y TEC.DE LOS ALIM",107481
"PROFESOR HORAS CLASES","S/G","ABOGADO(A)","HORAS CLASE","DPTO. GESTION Y POLITICAS PUB.",258215
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",334435
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ADMINISTRACION (MBA) CON MENCION GESTION EN FINANZAS","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",376861
"PROFESOR HORAS CLASES","S/G","INGENIERO EN ALIMENTOS","HORAS CLASE","DPTO CIENCIA Y TEC.DE LOS ALIM",107481
"PROFESOR HORAS CLASES","S/G","CONTADOR AUDITOR","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",277198
"PROFESOR HORAS CLASES","S/G","DOCTOR EN ESTUDIOS AMERICANOS ESPECIALIDAD ESTUDIOS INTERNACIONALES","HORAS CLASE","DEPTO DE HISTORIA",191771
"PROFESOR HORAS CLASES","S/G","ENFERMERA","HORAS CLASE","ESCUELA DE ENFERMERIA",559612
"PROFESOR HORAS CLASES","S/G","INGENIERO EN ALIMENTOS","HORAS CLASE","DPTO CIENCIA Y TEC.DE LOS ALIM",221644
"AUXILIARES","21","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","DPTO  INGENIERIA INDUSTRIAL",731483
"ADMINISTRATIVO","14","ADMINISTRATIVO","ADMINISTRATIVO","DEPTO. DE PUBLICIDAD E IMAGEN",897859
"ADMINISTRATIVO","16","SECRETARIA DE CENTRO","SECRETARIA DE CENTRO","CENTRO INNOV. Y TRANSFER.TECN",673409
"PROFESIONALES","10","PSICOLOGO","ANALISTA DE LA CALIDAD","DIRECCIÓN CALIDAD Y SISTEMAS",1475252
"AUXILIARES","21","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","PROGRAMA BACHILLERATO",700990
"PROFESIONALES","11","BIOTECNOLOGO MENCION GESTION TECNOLOGICA","PROFESIONAL","VR INVEST. DESARR E INNOVACION",1396120
"AUXILIARES","23","ESTAFETA","ESTAFETA","DEPARTAMENTO DE COMUNICACIONES",516459
"PROFESIONALES","6","INGENIERO CIVIL INDUSTRIAL","ASESOR","CENTRO DE INTEGR ING SOCIEDAD",2134003
"PROFESIONALES","8","INGENIERO CIVIL DE INDUSTRIAL","ASESOR DE RECTORIA","RECTORIA",1701190
"PROFESIONALES","11","TECNOLOGO EN ADMINISTRACION DE PERSONAL","PROFESIONAL","DEPARTAMENTO DE COMUNICACIONES",1633242
"PROFESIONALES","13","EDUCADORA DE PARVULOS","EDUCADOR DE PARVULOS","UNIDAD BIENESTAR DEL PERSONAL",1424885
"TECNICO","20","ASISTENTE TECNICO IMPRESIONES","ASISTENTE TECNICO IMPRESIONES","DEPARTAMENTO DE COMUNICACIONES",556282
"ADMINISTRATIVO","17","TRABAJADOR SOCIAL","ADMINISTRATIVO DE PROCESO","FACULTAD DE INGENIERÍA",593503
"TECNICO","9","TECNICO SUPERIOR EN ELECTRONICA CON MENCION EN MICROCOMPUTADORES","TEC. DE SOPORTE Y ESPECIALIDAD","RADIOEMISORAS",961953
"PROFESIONALES","11","INGENIERO DE EJECUCION EN ALIMENTOS","ENCARGADO DE LABORATORIO","DPTO CIENCIA Y TEC.DE LOS ALIM",1591687
"ADMINISTRATIVO","15","SECRETARIA DE APOYO DOCENTE","SECRETARIA DE APOYO DOCENTE","DPTO INGENIERIA QUIMICA",846008
"TECNICO","17","AUXILIAR DE ENFERMERIA","AUXILIAR DE ENFERMERIA","CENTRO DE SALUD",616506
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL INDUSTRIAL","ASESOR","DPTO  INGENIERIA INDUSTRIAL",265772
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN ALIMENTOS","ENCARGADO DE LABORATORIO","DPTO CIENCIA Y TEC.DE LOS ALIM",607475
"PROFESOR HORAS CLASES","S/G","DOTTORE IN PEDAGOGIA CON LODE","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",528730
"PROFESOR HORAS CLASES","S/G","DOTTORE IN PEDAGOGIA CON LODE","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",261026
"PROFESOR HORAS CLASES","S/G","BACHAREL EN LETRAS","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",393182
"PROFESIONALES","12","TECNOLOGO EN CONSTRUCCIONES","PROYECTISTA SANITARIO","UNIDAD DE CONSTRUCCIÓN",1407662
"PROFESOR HORAS CLASES","S/G","TECNOLOGO EN TELECOMUNICACIONES","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",681455
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",47863
"TECNICO","20","MUSICO","MUSICO","DEPARTAMENTO DE EXTENSION",619246
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA QUIMICA",164608
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA QUIMICA",236539
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN MECANICA","HORAS CLASE","DPTO INGENIERIA MECANICA",392762
"PROFESIONALES","8","ABOGADO(A)","ABOGADO","DIR. ASISTENCIA JURIDICA",1701190
"TECNICO","17","AUXILIAR DE ENFERMERIA","AUXILIAR DE ENFERMERIA","CENTRO DE SALUD",605004
"PROFESOR HORAS CLASES","S/G","DOCTOR EN ARQUITECTURA Y PATRIMONIO CULTURAL-AMBIENTAL(INVEST. REFLEX. ACCION)","HORAS CLASE","DEPTO DE HISTORIA",251534
"PROFESOR HORAS CLASES","S/G","MEDICO CIRUJANO","HORAS CLASE","ESCUELA DE MEDICINA",482851
"PROFESOR HORAS CLASES","S/G","LICENCIADO EN MATEMATICAS","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",384722
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",378041
"ADMINISTRATIVO","17","ADMINISTRATIVO DE PROCESO","ADMINISTRATIVO DE PROCESO","DPTO. DE RECURSOS HUMANOS",593503
"TECNICO","18","TECNICO EN MAQUINAS OFFSETT","TECNICO EN MAQUINAS OFFSETT","DPTO INGENIERIA MECANICA",790172
"ACADEMICOS","4","DOCTOR OF ECONOMICS","ACADEMICO","DPTO. DE INVEST. CIENTIFICA",3128763
