"Estamento","Grado","Titulo.Oficio","Funcion.Cargo","Unidad","BrutoHaber"
"PROFESIONALES","8","PERIODISTA","PERIODISTA","DEPARTAMENTO DE ESTUDIOS",1827194
"PROFESIONALES","10","PSICOLOGA","PROFESIONAL","DEPTO. DESARROLLO DE PERSONAS",1475252
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN MINAS","HORAS CLASE","DPTO INGENIERIA EN MINAS",312448
"ACADEMICOS","4","DOCTOR EN CIENCIAS DE LA INGENIERIA CON MENCION EN INGENIERIA DE PROCESOS","ACADEMICO","DPTO INGENIERIA ELECTRICA",3213209
"AUXILIARES","23","AUXILIAR","AUXILIAR","UNIDAD DE GESTION DEL CAMPUS",506774
"ADMINISTRATIVO","17","SECRETARIA DE APOYO DOCENTE","SECRETARIA DE APOYO DOCENTE","FACULTAD DE QUIMICA Y BIOLOGIA",610202
"PROFESIONALES","13","INGENIERO DE EJECUCION EN CLIMATIZACION","PROFESIONAL","DPTO DE GESTIÓN DE LA INFRAEST",1188565
"PROFESOR HORAS CLASES","S/G","DOCTOR EN CIENCIAS DE LA INFORMACION","HORAS CLASE","DEPARTAMENTO GESTION AGRARIA",1036542
"PROFESOR HORAS CLASES","S/G","DOCTOR EN CIENCIAS DE LA MOTRICIDAD HUMANA","ACADEMICO","CARRERA LICEN CS. ACTIV. FISIC",245815
"ACADEMICOS","6","DOCTOR EN CIENCIAS DE LA MOTRICIDAD HUMANA","ACADEMICO","CARRERA LICEN CS. ACTIV. FISIC",1292534
"PROFESOR HORAS CLASES","S/G","ADMINISTRADOR PUBLICO","HORAS CLASE","DEPTO DE HISTORIA",161283
"PROFESOR HORAS CLASES","S/G","PROFESORA DE EDUCACION MEDIA EN ARTES PLASTICAS","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",253469
"AUXILIARES","23","AUXILIAR","AUXILIAR","UNIDAD DE GESTION DEL CAMPUS",506774
"PROFESOR HORAS CLASES","S/G","PSICOLOGO","HORAS CLASE","UNIDAD PROMOCIÓN DE LA SALUD",247858
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",253768
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ESTADISTICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",362623
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ESTADISTICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",593238
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN MECANICA","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",383980
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN OBRAS CIVILES","HORAS CLASE","DPTO INGENIERIA OBRAS CIVILES",500255
"PROFESOR HORAS CLASES","S/G","DOCTOR EN FILOSOFIA CON MENCION EN CIENCIAS FISICAS","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",622230
"ACADEMICOS","4","MASTER EN HISTORIA ARTE ARQUITECTURA Y CIUDAD","DIR ESC DE ARQUITECTURA","ESCUELA DE ARQUITECTURA",4330158
"ACADEMICOS","2","MEDICO CIRUJANO","CONSEJERO FACULTAD","ESCUELA DE MEDICINA",4107559
"PROFESIONALES","14","INGENIERO DE EJECUCION EN ADMINISTRACION DE EMPRESAS","ANALISTA EN GESTION ADM.","DPTO MAT. Y CS. DE LA COMP.",1325682
"ADMINISTRATIVO","16","SECRETARIA EJECUTIVA TRADUCTORA BILINGUE","SECRETARIA DE APOYO DOCENTE","DPTO INGENIERIA EN MINAS",673409
"ADMINISTRATIVO","17","SECRETARIADO COMERCIAL","SECRETARIA ADMINISTRATIVA","DPTO. TECNOLOGIAS GENERALES",708516
"PROFESIONALES","13","PERIODISTA","PERIODISTA","DEPARTAMENTO DE COMUNICACIONES",1188565
"PROFESOR HORAS CLASES","S/G","PROFESOR DE EDUCACION GENERAL BASICA","HORAS CLASE","DEPARTAMENTO DE FISICA",509746
"PROFESOR HORAS CLASES","S/G","ENFERMERA","HORAS CLASE","ESCUELA DE ENFERMERIA",637453
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL","HORAS CLASE","DPTO INGENIERIA OBRAS CIVILES",191994
"ACADEMICOS","8","CONTADOR PUBLICO Y AUDITOR","ACADEMICO","DPTO. DE INVEST. CIENTIFICA",2110092
"ADMINISTRATIVO","20","ASISTENTE DE BIBLIOTECA","ASISTENTE DE BIBLIOTECA","FACULTAD DE CIENCIAS MEDICAS",608752
"TECNICO","18","GASFITER","GASFITER","UNIDAD DE GESTION DEL CAMPUS",790172
"ADMINISTRATIVO","16","SECRETARIA DE DEPARTAMENTO","SECRETARIA DE DEPARTAMENTO","CECTA",842191
"PROFESIONALES","9","MAGISTER EN EDUCACION CON MENCION EN CURRICULUM Y EVALUACION","JEFE DE LABORATORIO","DPTO. TECNOLOGIAS INDUSTRIALES",1840908
"PROFESIONALES","12","TECNOLOGO EN ADMINISTRACION DE PERSONAL","ANALISTA II","UNIDAD DE COORDINACIÓN INSTIT.",1389555
"PROFESIONALES","9","CONTADOR AUDITOR","JEFE DE SECCION","UNIDAD BIENESTAR DEL PERSONAL",1661214
"PROFESIONALES","10","SOCIOLOGO","ANALISTA DE CALIDAD","DIRECCIÓN CALIDAD Y SISTEMAS",1475252
"PROFESOR HORAS CLASES","S/G","MAGISTER EN EDUCACION CON MENCION EN CURRICULUM Y EVALUACION","JEFE DE LABORATORIO","DPTO. TECNOLOGIAS INDUSTRIALES",925451
"PROFESOR HORAS CLASES","S/G","SOCIOLOGO","HORAS CLASE","DPTO INGENIERIA INFORMATICA",261026
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",448487
"PROFESOR HORAS CLASES","S/G","CONTADOR PUBLICO Y AUDITOR","HORAS CLASE","DPTO INGENIERIA METALURGICA",243977
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA ELECTRICA",455168
"PROFESOR HORAS CLASES","S/G","SOCIOLOGO","HORAS CLASE","DPTO INGENIERIA INFORMATICA",267707
"PROFESOR HORAS CLASES","S/G","SOCIOLOGO","HORAS CLASE","DPTO INGENIERIA INFORMATICA",130513
"PROFESOR HORAS CLASES","S/G","MASTER EN ESTADISTICA MATEMATICA","HORAS CLASE","DPTO DE ADMINISTRACION",623648
"ACADEMICOS","2","MEDICO CIRUJANO","ACADEMICO","ESCUELA DE MEDICINA",3076282
"ACADEMICOS","6","MAGISTER EN ARQUITECTURA","DIR DEPTO  TECNO GENERALES","DPTO. TECNOLOGIAS GENERALES",4294332
"PROFESOR HORAS CLASES","S/G","QUIMICO","HORAS CLASE","DPTO. QUIMICA DE LOS MATERIALE",130074
"PROFESOR HORAS CLASES","S/G","MAGISTER EN INNOVACION","HORAS CLASE","DPTO. TECNOLOGIAS GENERALES",615342
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ASENTAMIENTOS HUMANOS Y MEDIO AMBIENTE","HORAS CLASE","PROGRAMA BACHILLERATO",289501
"PROFESOR HORAS CLASES","S/G","DOCTOR EN ESTUDIOS AMERICANOS ESPECIALIDAD PENSAMIENTO Y CULTURA","HORAS CLASE","ESCUELA DE ARQUITECTURA",67628
"PROFESOR HORAS CLASES","S/G","INGENIERO MATEMATICO","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",284651
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN HISTORIA Y GEOGRAFIA","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",189019
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ASENTAMIENTOS HUMANOS Y MEDIO AMBIENTE","HORAS CLASE","PROGRAMA BACHILLERATO",434249
"PROFESOR HORAS CLASES","S/G","MAGISTER ARTIUM EN LA MENCION DE HISTORIA","HORAS CLASE","DEPTO DE HISTORIA",294247
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","ESCUELA DE OBST Y PUERICULTURA",662189
"PROFESOR HORAS CLASES","S/G","DOCTOR EN ESTUDIOS AMERICANOS ESPECIALIDAD PENSAMIENTO Y CULTURA","HORAS CLASE","ESCUELA DE ARQUITECTURA",209568
"PROFESOR HORAS CLASES","S/G","MAGISTER ARTIUM EN LA MENCION DE HISTORIA","HORAS CLASE","DEPTO DE HISTORIA",300928
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ASENTAMIENTOS HUMANOS Y MEDIO AMBIENTE","HORAS CLASE","PROGRAMA BACHILLERATO",440930
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN HISTORIA Y GEOGRAFIA","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",248723
"ADMINISTRATIVO","17","ADMINISTRATIVO DE REGISTRO CUR","ADMINISTRATIVO DE REGISTRO CUR","FACULTAD DE CIENCIAS MEDICAS",628007
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN MINAS","HORAS CLASE","DPTO INGENIERIA EN MINAS",210525
"PROFESOR HORAS CLASES","S/G","GEOGRAFO","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",362623
"PROFESIONALES","10","ANALISTA DE GESTION ESTRATEGIC","ANALISTA DE GESTION ESTRATEGIC","DEPTO. DE GESTION ESTRATEGICA",1491171
"PROFESOR HORAS CLASES","S/G","PSICOLOGO","HORAS CLASE","ESCUELA DE PSICOLOGIA",89043
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN FISICA Y MATEMATICA","HORAS CLASE","DEPARTAMENTO DE FISICA",92656
"PROFESOR HORAS CLASES","S/G","MAGISTER EN CIENCIAS. MENCION ANATOMIA HUMANA","ACADEMICO","ESCUELA DE MEDICINA",80392
"PROFESOR HORAS CLASES","S/G","COMUNICADOR AUDIOVISUAL MENCION VIDEO","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",191994
"PROFESOR HORAS CLASES","S/G","PUBLICISTA CON MENCION EN GESTION CREATIVA","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",161283
"PROFESOR HORAS CLASES","S/G","MAGÍSTER EN CIENCIAS DE LA INGENIERÍA. MENCIÓN INGENIERÍA SÍSMICA","HORAS CLASE","DPTO INGENIERIA INFORMATICA",481271
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN FISICA Y MATEMATICA","HORAS CLASE","DEPARTAMENTO DE FISICA",284651
"ACADEMICOS","6","MAGISTER EN CIENCIAS. MENCION ANATOMIA HUMANA","ACADEMICO","VICERRECTORIA ACADÉMICA",1921906
"PROFESOR HORAS CLASES","S/G","MAGISTER EN CIENCIAS. MENCION ANATOMIA HUMANA","ACADEMICO","ESCUELA DE MEDICINA",160786
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",761279
"PROFESOR HORAS CLASES","S/G","ARQUITECTO","HORAS CLASE","ESCUELA DE ARQUITECTURA",272453
"ADMINISTRATIVO","10","SECRETARIA DE RECTOR","SECRETARIA DE RECTOR","RECTORIA",890373
"PROFESIONALES","8","ANALISTA DE PROYECTOS I","ANALISTA DE PROYECTOS I","UNIDAD DESARR. PROYECTOS TECN.",1701190
"TECNICO","14","TECNICO EN ADMINISTRACION FINANCIERA","TECNICO CONTABLE","UNIDAD REGIST. ACAD Y CURRICUL",668676
"ADMINISTRATIVO","15","SECRETARIA DE DEPARTAMENTO","SECRETARIA DE DEPARTAMENTO","DEPARTAMENTO DE COMUNICACIONES",796620
"PROFESOR HORAS CLASES","S/G","PUBLICISTA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",265772
"PROFESOR HORAS CLASES","S/G","PUBLICISTA","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",214232
"PROFESOR HORAS CLASES","S/G","PSICOLOGO","HORAS CLASE","ESCUELA DE PSICOLOGIA",481271
"PROFESIONALES","10","TECNOLOGO EN ADMINISTRACION DE PERSONAL","JEFE ADMINISTRACION Y FINANZAS","DIRECCIÓN DE POSTGRADO",1570765
"ADMINISTRATIVO","20","ADMINISTRATIVO","ADMINISTRATIVO","ESCUELA DE PSICOLOGIA",545788
"ADMINISTRATIVO","20","SECRETARIA(O) C ADMINISTRATIVO","SECRETARIA(O) C ADMINISTRATIVO","FACULTAD DE HUMANIDADES",556282
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO. QUIMICA DE LOS MATERIALE",509746
"TECNICO","17","ASISTENTE DE MANTENCION","ASISTENTE DE MANTENCION","DPTO INGENIERIA METALURGICA",815719
"ACADEMICOS","4","TERAPEUTA OCUPACIONAL","DIRECTORA DPTO FORMAC INTEGRAL","VICERRECTORIA ACADÉMICA",3493212
"PROFESOR HORAS CLASES","S/G","MEDICO CIRUJANO","HORAS CLASE","ESCUELA DE MEDICINA",470483
"PROFESIONALES","12","PERIODISTA","PERIODISTA","RADIOEMISORAS",1407662
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN ELECTRICIDAD","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",374232
"PROFESIONALES","8","ASISTENTE SOCIAL","ASIST SOCIAL BIEN ESTUDIANTIL","FACULTAD DE INGENIERÍA",1950046
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN HISTORIA Y CIENCIAS SOCIALES","HORAS CLASE","DEPTO DE HISTORIA",562622
"PROFESIONALES","11","MAGISTER EN CIENCIAS QUIMICAS","ENCARGADO DE LABORATORIO","FACULTAD DE QUIMICA Y BIOLOGIA",1501035
"PROFESOR HORAS CLASES","S/G","MEDICO VETERINARIO","HORAS CLASE","ESCUELA DE MEDICINA",686925
"PROFESOR HORAS CLASES","S/G","MAGISTER EN FINANZAS","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",243977
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN QUIMICA","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",243882
"ADMINISTRATIVO","10","REGISTRADOR CURRICULAR","REGISTRADOR CURRICULAR","FACULTAD DE CIENCIAS MEDICAS",1035583
"PROFESOR HORAS CLASES","S/G","PROFESOR DE EDUCACION MEDIA EN CASTELLANO","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",185313
"PROFESOR HORAS CLASES","S/G","DOCTOR OF ENGINEERING SCIENCE","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",512557
"PROFESOR HORAS CLASES","S/G","MATRON (A)","HORAS CLASE","ESCUELA DE OBST Y PUERICULTURA",572519
"PROFESOR HORAS CLASES","S/G","DOCTOR EN QUIMICA","HORAS CLASE","DPTO. CIENCIAS DEL AMBIENTE",383980
"PROFESOR HORAS CLASES","S/G","DOCTOR OF ENGINEERING SCIENCE","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",262961
"PROFESOR HORAS CLASES","S/G","PROFESOR DE EDUCACION MEDIA EN CASTELLANO","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",191994
"PROFESOR HORAS CLASES","S/G","MAGISTER EN CIENCIA EN LA ESPECIALIDAD DE MATEMATICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",1050780
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA INFORMATICA",90165
"ACADEMICOS","8","MAGISTER EN CIENCIAS DE LA INGENIERIA MENCION CIENCIA E INGENIERIA DE LOS MATERIALES","ACADEMICO","DPTO. DE INVEST. CIENTIFICA",1054312
"ACADEMICOS","6","DOCTOR EN CIENCIAS CON MENCION EN FISICA","ACADEMICO","DEPARTAMENTO DE FISICA",2586546
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",167467
"TECNICO","19","TRABAJADOR SOCIAL CON MENCION EN INTERVENCION SOCIAL","ASISTENTE DE MANTENCION","DEPARTAMENTO DE EXTENSION",278386
"PROFESIONALES","12","PROFESOR DE ESTADO DE HISTORIA Y GEOGRAFIA","ANALISTA","VICERRECTORIA ACADÉMICA",987731
"ACADEMICOS","6","DOCTOR EN QUIMICA","JEFE CARR TEC ANALIS QCO Y FIS","DPTO. CIENCIAS DEL AMBIENTE",2961751
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL ELECTRICISTA","HORAS CLASE","DPTO INGENIERIA ELECTRICA",616967
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL ELECTRICISTA","HORAS CLASE","DPTO INGENIERIA ELECTRICA",623648
"PROFESOR HORAS CLASES","S/G","INGENIERIO ELECTRICISTA","HORAS CLASE","DPTO INGENIERIA ELECTRICA",243977
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","ESCUELA DE MEDICINA",718566
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN MECANICA","HORAS CLASE","DPTO INGENIERIA METALURGICA",167467
"PROFESIONALES","14","COMUNICADOR SOCIAL EN MARKETING","PROFESIONAL","CENTRO DE INTEGR ING SOCIEDAD",1211883
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA EN MINAS",500255
"PROFESOR HORAS CLASES","S/G","CONTADOR AUDITOR","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",281944
"PROFESOR HORAS CLASES","S/G","INGENIERO FISICO","HORAS CLASE","DEPARTAMENTO DE FISICA",362623
"PROFESOR HORAS CLASES","S/G","INGENIERO EN ELECTRONICA","HORAS CLASE","DPTO INGENIERIA ELECTRICA",125329
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",625085
"PROFESOR HORAS CLASES","S/G","ENFERMERA","HORAS CLASE","ESCUELA DE ENFERMERIA",559379
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",399547
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","ESCUELA DE ARQUITECTURA",993829
"PROFESOR HORAS CLASES","S/G","DOCTOR EN MEDICINA","HORAS CLASE","ESCUELA DE MEDICINA",315546
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",161283
"PROFESOR HORAS CLASES","S/G","INGENIERO COMERCIAL","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",195700
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ADMINISTRACION (MBA) CON MENCION GESTION EN FINANZAS","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",376861
"PROFESOR HORAS CLASES","S/G","MAGISTER EN DERECHO. MENCION EN DERECHO INTERNACIONAL","HORAS CLASE","DPTO DE ADMINISTRACION",560016
"PROFESOR HORAS CLASES","S/G","DOCTOR EN ESTUDIOS AMERICANOS ESPECIALIDAD ESTUDIOS INTERNACIONALES","HORAS CLASE","DEPTO DE HISTORIA",246788
"PROFESOR HORAS CLASES","S/G","DOCTOR EN ESTUDIOS AMERICANOS ESPECIALIDAD ESTUDIOS INTERNACIONALES","HORAS CLASE","DEPTO DE HISTORIA",61696
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",340619
"PROFESOR HORAS CLASES","S/G","INGENIERIA CIVIL EN QUIMICA","HORAS CLASE","DPTO INGENIERIA QUIMICA",156177
"PROFESOR HORAS CLASES","S/G","INGENIERO EN ALIMENTOS","HORAS CLASE","DPTO CIENCIA Y TEC.DE LOS ALIM",225350
"PROFESOR HORAS CLASES","S/G","INGENIERIA CIVIL EN QUIMICA","HORAS CLASE","DPTO INGENIERIA QUIMICA",149496
"PROFESOR HORAS CLASES","S/G","DOCTOR EN ESTUDIOS AMERICANOS ESPECIALIDAD ESTUDIOS INTERNACIONALES","HORAS CLASE","DEPTO DE HISTORIA",191771
"PROFESOR HORAS CLASES","S/G","MAGISTER EN DERECHO. MENCION EN DERECHO INTERNACIONAL","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",286690
"PROFESOR HORAS CLASES","S/G","PROFESOR DE FISICA","HORAS CLASE","DEPARTAMENTO DE FISICA",1240616
"PROFESOR HORAS CLASES","S/G","INGENIERO EN ALIMENTOS","HORAS CLASE","DPTO CIENCIA Y TEC.DE LOS ALIM",109334
"ACADEMICOS","4","DOCTOR EN HISTORIA MENCION EN HISTORIA DE CHILE","ACADEMICO","DEPTO DE HISTORIA",3297654
"PROFESOR HORAS CLASES","S/G","INGENIERO EN ALIMENTOS","HORAS CLASE","DPTO CIENCIA Y TEC.DE LOS ALIM",109334
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","HORAS CLASE","DPTO INGENIERIA INFORMATICA",538222
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL INDUSTRIAL","ASESOR","DPTO INGENIERIA GEOGRAFICA",265772
"AUXILIARES","21","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","DPTO  INGENIERIA INDUSTRIAL",731483
"PROFESIONALES","11","TECNOLOGO EN ADMINISTRACION DE PERSONAL","PROFESIONAL","DEPARTAMENTO DE COMUNICACIONES",1633242
"PROFESIONALES","11","BIOTECNOLOGO MENCION GESTION TECNOLOGICA","PROFESIONAL","CECTA",1396120
"PROFESIONALES","11","INGENIERO DE EJECUCION EN ALIMENTOS","ENCARGADO DE LABORATORIO","DPTO CIENCIA Y TEC.DE LOS ALIM",1591687
"TECNICO","13","ENCARGADO TECNICO LABORATORIO","ENCARGADO TECNICO LABORATORIO","DEPTO. DE PUBLICIDAD E IMAGEN",930996
